,Player,Mat,Inns,Ov,Runs,Wkts,Avg,Econ,SR,4w,5w,year,Seasons
288,Pat Cummins,58,58,219.5,1923,63,38.99857142857143,8.808571428571428,26.23857142857143,1,0,2024,7
289,Paul Collingwood,8,6,15.0,101,5,20.2,6.8,17.8,0,0,2010,1
290,Paul Valthaty,14,9,24.0,189,7,27.0,7.82,20.71,1,0,2011,1
291,Pawan Negi,47,39,108.0,836,34,40.50333333333334,8.688333333333334,26.873333333333335,1,0,2019,6
292,Pawan Suyal,2,2,6.0,56,2,28.0,9.33,18.0,0,0,2014,2
293,Piyush Chawla,192,191,640.0,5108,192,28.1675,8.14125,20.804375,2,0,2024,16
294,Pradeep Sahu,5,5,17.0,146,3,48.66,8.34,35.0,0,0,2016,1
295,Pradeep Sangwan,24,24,86.0,761,23,34.303999999999995,9.008,22.612000000000002,0,0,2022,5
296,Pragyan Ojha,79,77,268.0,1929,85,23.418333333333333,7.218333333333334,19.421666666666667,0,0,2013,6
297,Prashant Solanki,2,2,6.0,38,2,19.0,6.33,18.0,0,0,2022,1
298,Prasidh Krishna,51,51,189.3,1703,49,43.9,9.075999999999999,28.76,1,0,2022,5
299,Praveen Dubey,1,1,3.0,19,1,19.0,6.33,18.0,0,0,2023,1
300,Praveen Kumar,119,119,418.0,3251,90,35.808,7.812,27.772000000000002,0,0,2017,10
301,Pravin Tambe,33,33,110.0,853,28,44.582499999999996,8.0025,33.485,1,0,2016,4
302,Prithvi Raj Yarra,2,2,5.0,57,1,57.0,11.4,30.0,0,0,2019,1
303,RP Singh,82,82,295.0,2338,90,28.162857142857145,8.1,20.78857142857143,2,0,2016,7
304,Rahul Chahar,78,77,276.8,2141,75,29.677142857142858,7.8342857142857145,22.79714285714286,1,0,2024,7
305,Rahul Sharma,44,44,154.0,1086,40,36.001999999999995,7.864,26.308,0,0,2014,5
306,Rahul Shukla,6,6,17.0,177,5,37.665,10.375,21.5,0,0,2014,2
307,Rahul Tewatia,48,45,132.0,1020,32,28.822857142857142,7.581428571428572,22.764285714285712,0,0,2021,7
308,Raiphi Gomez,11,8,15.0,124,5,24.8,8.26,18.0,0,0,2011,1
309,Rajagopal Sathish,16,7,14.0,140,3,49.75,9.975,30.0,0,0,2016,2
310,Rajat Bhatia,85,82,246.0,1828,61,31.57375,7.5575,25.05375,0,0,2017,8
311,Rajvardhan Hangargekar,2,2,6.0,60,3,20.0,10.0,12.0,0,0,2023,1
312,Ramandeep Singh,5,3,6.0,54,6,9.0,9.0,6.0,0,0,2022,1
313,Ramesh Powar,26,25,68.0,495,13,41.515,7.535,32.8,0,0,2011,4
314,Rashid Khan,121,121,475.9,3252,149,22.7925,6.8637500000000005,19.84125,2,0,2024,8
315,Rasikh Salam,8,8,24.3,269,9,29.88,10.97,16.33,0,0,2024,1
316,Ravi Bishnoi,66,65,233.7,1828,63,29.526,7.731999999999999,22.61,0,0,2024,5
317,Ravi Bopara,19,12,33.0,287,11,26.03,8.879999999999999,17.8,0,0,2015,2
318,Ravi Rampaul,12,12,43.0,298,14,28.535,6.54,26.689999999999998,0,0,2014,2
319,Ravichandran Ashwin,212,208,753.0,5370,180,30.158,6.873333333333333,25.470666666666666,1,0,2024,15
320,Ravindra Jadeja,226,209,634.0,4843,160,34.675333333333334,7.618666666666667,26.88266666666667,3,1,2024,15
321,Reece Topley,5,5,17.0,182,5,28.0,9.1,17.25,0,0,2024,2
322,Richard Gleeson,2,2,7.5,71,1,71.0,9.06,47.0,0,0,2024,1
323,Riley Meredith,18,18,64.4,612,19,33.77333333333333,9.626666666666667,21.116666666666667,0,0,2023,3
324,Rishi Dhawan,38,35,107.0,856,25,51.095,8.151666666666667,36.806666666666665,0,0,2023,6
325,Riyan Parag,35,17,24.0,253,4,64.16666666666667,11.74,34.333333333333336,0,0,2022,3
326,Robin Peterson,5,4,8.0,70,3,23.33,8.75,16.0,0,0,2012,1
327,Roelof van der Merwe,21,21,74.0,498,21,22.622,6.537999999999999,20.892000000000003,0,0,2013,5
328,Rohan Raje,10,10,23.0,209,6,49.7,9.455,30.3,0,0,2009,2
329,Rohit Sharma,60,24,49.0,365,15,35.5325,7.49,27.884999999999998,1,0,2014,4
330,Romario Shepherd,9,8,21.0,257,4,95.83,12.065000000000001,45.0,0,0,2024,2
331,Ronit More,2,2,6.0,59,1,59.0,10.11,35.0,0,0,2015,1
332,Rovman Powell,3,1,2.0,18,1,18.0,9.0,12.0,0,0,2023,1
333,Ryan Harris,37,37,138.0,1047,45,33.418,7.268000000000001,29.451999999999998,1,0,2013,5
334,Ryan McLaren,18,18,59.0,542,12,44.81,10.413333333333334,28.866666666666664,0,0,2013,3
335,Ryan Ninan,2,2,6.0,65,3,21.66,10.83,12.0,0,0,2011,1
336,Ryan ten Doeschate,13,5,8.0,59,2,29.5,7.5,24.0,0,0,2014,2
337,Sachin Baby,11,2,1.0,8,2,4.0,4.8,5.0,0,0,2016,1
338,Sachithra Senanayake,8,8,32.0,209,9,23.22,6.53,21.33,0,0,2013,1
339,Sai Kishore,10,10,31.0,258,13,19.865000000000002,8.345,14.425,1,0,2024,2
340,Sam Curran,59,58,196.5,1900,58,34.019999999999996,9.652,21.05,1,0,2024,5
341,Samuel Badree,11,11,39.0,285,11,34.69,7.22,29.33,1,0,2017,2
342,Sanath Jayasuriya,30,21,49.0,390,13,32.343333333333334,7.896666666666667,24.926666666666666,0,0,2010,3
343,Sandeep Lamichhane,9,9,35.0,292,13,21.325,7.98,15.825,0,0,2019,2
344,Sandeep Sharma,127,126,469.0,3709,137,33.39416666666667,7.909166666666667,25.260833333333334,2,1,2024,12
345,Sandeep Warrier,8,8,23.0,204,8,31.165,8.945,23.5,0,0,2024,2
346,Sanjay Bangar,11,9,25.0,219,4,54.75,8.76,37.5,0,0,2008,1
347,Sarabjit Ladda,6,6,17.0,161,5,26.875,9.265,17.25,0,0,2013,2
348,Scott Boland,2,2,7.0,54,2,27.0,7.71,21.0,0,0,2016,1
349,Scott Kuggeleijn,2,2,8.0,71,2,35.5,8.87,24.0,0,0,2019,1
350,Scott Styris,10,10,35.0,263,8,39.565,7.6850000000000005,31.8,0,0,2009,2
351,Sean Abbott,1,1,4.0,47,1,47.0,11.75,24.0,0,0,2022,1
352,Shadab Jakati,56,54,172.0,1357,47,39.778,7.959999999999999,28.948,2,0,2016,5
353,Shahbaz Ahmed,55,42,89.3,837,21,50.541999999999994,9.376000000000001,29.613999999999997,0,0,2024,5
354,Shahbaz Nadeem,68,68,229.0,1741,48,39.648,8.154,29.031,0,0,2021,10
355,Shahid Afridi,10,10,30.0,225,9,25.0,7.5,20.0,0,0,2008,1
356,Shakib Al Hasan,70,69,244.0,1808,63,33.585,7.575,26.28625,0,0,2021,8
357,Shalabh Srivastava,14,14,47.0,441,14,32.875,9.370000000000001,21.0,0,0,2011,2
358,Shane Bond,8,8,31.0,224,9,24.88,7.22,20.66,0,0,2010,1
359,Shane Harwood,3,3,10.0,73,3,24.33,7.3,20.0,0,0,2009,1
360,Shane Warne,55,54,199.0,1447,57,26.200000000000003,7.2475,21.700000000000003,1,0,2011,4
361,Shane Watson,117,105,337.0,2682,92,32.657,8.006,24.349,1,0,2018,10
362,Shanthakumaran Sreesanth,44,44,146.0,1194,40,36.188,8.202,26.086000000000002,0,0,2013,5
363,Shardul Thakur,95,92,309.6,2869,94,34.00222222222222,9.644444444444444,21.18111111111111,1,0,2024,9
364,Shashank Singh,14,1,1.0,5,1,5.0,5.0,6.0,0,0,2024,1
365,Shaun Pollock,13,13,46.0,301,11,27.36,6.54,25.09,0,0,2008,1
366,Shaun Tait,21,21,79.0,640,23,42.68,8.360000000000001,29.09,0,0,2013,4
367,Sheldon Cottrell,6,6,20.0,176,6,29.33,8.8,20.0,0,0,2020,1
368,Sherfane Rutherford,7,6,7.0,59,1,59.0,8.63,41.0,0,0,2019,1
369,Shikhar Dhawan,29,6,8.0,66,4,14.665,7.33,12.0,0,0,2012,2
370,Shivam Dube,25,6,10.0,87,5,16.125,11.055,9.75,0,0,2024,2
371,Shivam Mavi,32,32,108.0,942,30,36.0325,8.835,23.7175,1,0,2022,4
372,Shivam Sharma,5,5,19.0,165,4,42.165,11.11,25.0,0,0,2015,2
373,Shivil Kaushik,7,7,23.0,192,6,32.0,8.34,23.0,0,0,2016,1
374,Shoaib Ahmed,7,7,17.0,152,5,30.4,8.94,20.4,0,0,2009,1
375,Shoaib Akhtar,3,3,7.0,54,5,10.8,7.71,8.4,1,0,2008,1
376,Shoaib Malik,7,5,8.0,85,2,42.5,10.0,25.5,0,0,2008,1
377,Shreyas Gopal,48,47,155.0,1247,52,25.665714285714284,8.992857142857144,17.185714285714287,1,0,2024,7
378,Shrikant Wagh,7,7,16.0,121,4,30.25,7.56,24.0,0,0,2011,1
379,Shubham Agarwal,1,1,4.0,42,1,42.0,10.5,24.0,0,0,2017,1
380,Siddarth Kaul,54,54,197.0,1696,58,36.84285714285714,9.62142857142857,24.09714285714286,1,0,2021,7
381,Siddharth Chitnis,3,2,6.0,60,2,30.0,10.0,18.0,0,0,2008,1
382,Siddharth Trivedi,76,75,250.0,1904,65,28.89,7.6450000000000005,22.80333333333333,1,0,2013,6
383,Sikandar Raza,7,6,12.0,119,3,39.66,9.91,24.0,0,0,2023,1
384,Simarjeet Singh,10,10,30.0,259,9,29.35,8.870000000000001,20.7,0,0,2024,2
385,Sisanda Magala,2,2,6.0,51,1,51.0,8.5,36.0,0,0,2023,1
386,Sohail Tanvir,11,11,41.0,266,22,12.09,6.46,11.22,1,1,2008,1
387,Sourav Ganguly,41,17,42.0,320,10,39.11,7.993333333333333,28.666666666666668,0,0,2012,3
388,Spencer Johnson,5,5,16.0,151,4,37.75,9.43,24.0,0,0,2024,1
389,Sreenath Aravind,37,37,123.0,991,45,27.1625,7.9350000000000005,19.785,2,0,2017,4
390,Stuart Binny,81,58,92.0,672,22,42.832857142857144,7.358571428571429,34.785714285714285,0,0,2019,7
391,Sudeep Tyagi,14,14,35.0,295,6,93.1,8.594999999999999,58.9,0,0,2010,2
392,Sumit Narwal,5,5,15.0,185,5,37.0,11.8,18.8,0,0,2010,1
393,Sunil Joshi,4,4,9.0,82,1,82.0,8.94,55.0,0,0,2008,1
394,Sunil Narine,177,175,679.0,4571,180,29.79,6.826153846153845,25.71846153846154,7,1,2024,13
395,Suraj Randiv,8,8,29.0,223,6,37.16,7.68,29.0,0,0,2011,1
396,Suresh Raina,146,64,139.0,1030,25,54.59222222222222,8.041111111111112,42.08777777777778,0,0,2017,9
397,Suyash Sharma,11,11,39.0,321,10,32.1,8.23,23.4,0,0,2023,1
398,Swapnil Singh,11,11,22.0,194,7,41.58,8.785,28.5,0,0,2024,2
399,Syed Mohammad,9,9,25.0,218,8,27.865,8.780000000000001,19.0,0,0,2013,2
400,T Natarajan,61,61,222.2,1969,67,35.25333333333333,8.885,23.849999999999998,1,0,2024,6
401,TP Sudhindra,3,3,11.0,136,1,136.0,11.65,70.0,0,0,2012,1
402,Tabraiz Shamsi,4,4,16.0,147,3,49.0,9.18,32.0,0,0,2016,1
403,Thilan Thushara,6,6,22.0,161,8,20.1,7.23,16.7,0,0,2010,2
404,Thisara Perera,34,33,112.0,970,31,42.9675,8.7275,29.7375,0,0,2016,4
405,Tillakaratne Dilshan,16,10,20.0,178,4,65.66499999999999,8.785,44.165,0,0,2011,2
406,Tim Southee,51,51,191.0,1666,47,45.80111111111111,9.536666666666667,27.884444444444444,0,0,2023,9
407,Tirumalasetti Suman,19,6,17.0,123,6,18.3,7.35,15.0,0,0,2013,2
408,Tom Curran,13,13,39.0,430,13,38.33,10.736666666666666,21.16333333333333,0,0,2021,3
409,Travis Head,7,5,8.0,81,2,40.5,10.12,24.0,0,0,2017,1
410,Trent Boult,104,103,388.2,3230,121,29.884000000000004,8.495000000000001,20.984,1,0,2024,10
411,Tristan Stubbs,16,3,4.0,29,4,9.5,7.25,8.0,0,0,2024,2
412,Tushar Deshpande,36,36,128.5,1243,42,44.697500000000005,9.76,27.2925,1,0,2024,4
413,Tymal Mills,10,10,35.0,343,11,31.130000000000003,9.870000000000001,19.2,0,0,2022,2
414,Tyron Henderson,2,2,6.0,40,1,40.0,6.66,36.0,0,0,2009,1
415,Umar Gul,6,6,22.0,184,12,15.33,8.17,11.25,1,0,2008,1
416,Umesh Yadav,146,145,501.0,4234,144,45.65538461538461,8.660769230769231,30.266153846153845,3,0,2024,13
417,Umran Malik,25,25,81.1,757,29,37.193333333333335,9.293333333333333,24.46666666666667,1,1,2023,3
418,Vaibhav Arora,20,20,63.5,586,19,36.31666666666666,9.17,23.74,0,0,2024,3
419,Varun Aaron,49,47,156.0,1387,44,43.04125,8.96625,28.6,0,0,2022,8
420,Varun Chakaravarthy,71,70,264.4,2002,83,29.456666666666667,8.295,21.348333333333333,1,1,2024,6
421,Veer Pratap Singh,9,9,34.0,296,10,29.6,8.7,20.4,0,0,2012,1
422,Venkatesh Iyer,10,4,8.0,69,3,23.0,8.11,17.0,0,0,2021,1
423,Venugopal Rao,27,13,29.0,259,6,49.5,8.955,32.25,0,0,2009,2
424,Vidwath Kaverappa,1,1,4.0,36,2,18.0,9.0,12.0,0,0,2024,1
425,Vidyut Sivaramakrishnan,9,1,2.0,22,1,22.0,11.0,12.0,0,0,2008,1
426,Vijay Shankar,42,19,37.0,310,9,45.457499999999996,8.915,29.9375,0,0,2021,4
427,Vijayakanth Viyaskanth,3,3,10.0,86,1,86.0,8.6,60.0,0,0,2024,1
428,Vikram Singh,18,17,57.0,502,12,60.09,8.93,40.09,0,0,2009,2
429,Vikramjeet Malik,12,12,32.0,248,6,42.375,8.092500000000001,31.75,0,0,2014,4
430,Vinay Kumar,105,104,352.0,2966,105,29.80909090909091,9.16,20.482727272727274,1,0,2018,11
431,Virat Kohli,29,14,24.0,200,4,50.0,8.06,37.0,0,0,2011,2
432,Virender Sehwag,28,10,16.0,156,6,25.994999999999997,8.07,16.665,0,0,2010,2
433,Vyshak Vijaykumar,11,11,38.3,395,13,31.805,10.165,18.875,0,0,2024,2
434,Wanindu Hasaranga,24,24,86.0,688,35,22.595,8.215,16.24,1,1,2023,2
435,Washington Sundar,60,58,175.4,1325,37,40.96125,8.5875,28.603749999999998,0,0,2024,8
436,Wayne Parnell,33,33,120.1,937,35,27.094,7.867999999999999,21.302,0,0,2023,5
437,Wilkin Mota,12,7,12.0,97,4,28.165,9.385,18.0,0,0,2009,2
438,Will Jacks,8,5,9.0,100,2,50.0,11.11,27.0,0,0,2024,1
439,Yash Dayal,28,28,96.1,920,28,46.666666666666664,10.056666666666667,26.503333333333334,0,0,2024,3
440,Yash Thakur,19,19,66.8,691,24,29.384999999999998,10.195,17.025,1,1,2024,2
441,Yo Mahesh,17,16,54.0,474,20,24.373333333333335,8.366666666666667,17.49,1,0,2012,3
442,Yogesh Nagar,11,5,5.0,67,1,67.0,13.4,30.0,0,0,2011,1
443,Yudhvir Singh,5,5,12.0,123,4,37.83,10.934999999999999,20.0,0,0,2024,2
444,Yusuf Abdulla,11,11,35.0,307,15,41.605000000000004,9.125,26.5,2,0,2010,2
445,Yusuf Pathan,149,80,189.0,1397,42,40.112,7.725999999999999,30.992,0,0,2018,10
446,Yuvraj Singh,110,66,136.0,1002,36,32.4725,7.96125,25.01625,2,0,2017,8
447,Yuzvendra Chahal,159,158,581.5,4568,205,23.201818181818183,7.837272727272727,17.94090909090909,6,1,2024,11
448,Zaheer Khan,100,99,365.0,2782,102,26.119999999999997,7.459999999999999,21.117,1,0,2017,10
